data,rodada,mandante,visitante,competicao,escanteios_mandante,escanteios_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,faltas_mandante,faltas_visitante
2017-06-15,7,Coritiba,Bahia,Brasileirao Serie A 2017,5,6,7,10,1,3,1,4,16,14
2017-06-15,7,Fluminense,Gremio,Brasileirao Serie A 2017,3,2,12,12,2,4,4,3,12,17
2017-06-17,8,Atletico-GO,Athletico-PR,Brasileirao Serie A 2017,11,0,24,9,6,3,1,5,16,15
2017-06-17,8,Santos,Ponte Preta,Brasileirao Serie A 2017,5,2,13,9,4,2,3,4,17,13
2017-06-17,8,Vasco,Avai,Brasileirao Serie A 2017,4,6,16,11,5,4,4,1,20,22
2017-06-18,8,Bahia,Palmeiras,Brasileirao Serie A 2017,3,5,15,17,9,5,2,5,14,23
2017-06-18,8,Chapecoense,Botafogo-RJ,Brasileirao Serie A 2017,8,3,21,7,6,4,0,2,11,13
2017-06-18,8,Coritiba,Corinthians,Brasileirao Serie A 2017,10,4,13,5,5,0,2,3,18,13
2017-06-18,8,Fluminense,Flamengo,Brasileirao Serie A 2017,3,4,12,14,4,5,1,6,16,25
2017-06-18,8,Sao Paulo,Atletico-MG,Brasileirao Serie A 2017,5,3,12,8,2,3,2,2,12,24
2017-06-18,8,Sport,Vitoria,Brasileirao Serie A 2017,5,5,11,13,6,6,,,10,19
2017-06-19,8,Cruzeiro,Gremio,Brasileirao Serie A 2017,2,8,17,15,5,7,5,2,12,14
2017-06-21,9,Athletico-PR,Sao Paulo,Brasileirao Serie A 2017,5,8,12,28,7,5,3,3,17,15
2017-06-21,9,Atletico-MG,Sport,Brasileirao Serie A 2017,3,2,5,12,2,6,2,1,23,26
2017-06-21,9,Avai,Fluminense,Brasileirao Serie A 2017,5,4,14,15,5,4,1,1,19,20
2017-06-21,9,Botafogo-RJ,Vasco,Brasileirao Serie A 2017,2,6,7,19,3,3,5,1,20,11
2017-06-21,9,Palmeiras,Atletico-GO,Brasileirao Serie A 2017,6,3,13,9,4,4,2,2,10,17
2017-06-21,9,Vitoria,Santos,Brasileirao Serie A 2017,8,5,17,10,3,6,2,1,15,10
2017-06-22,9,Corinthians,Bahia,Brasileirao Serie A 2017,5,9,16,18,5,1,2,2,15,12
2017-06-22,9,Flamengo,Chapecoense,Brasileirao Serie A 2017,6,7,20,13,11,2,3,1,21,13
2017-06-22,9,Gremio,Coritiba,Brasileirao Serie A 2017,6,3,17,12,12,6,2,0,18,11
2017-06-22,9,Ponte Preta,Cruzeiro,Brasileirao Serie A 2017,5,1,6,8,1,2,2,2,21,23
2017-06-24,10,Santos,Sport,Brasileirao Serie A 2017,9,0,9,9,3,3,0,1,13,17
2017-06-25,10,Athletico-PR,Vitoria,Brasileirao Serie A 2017,5,1,15,12,11,3,0,3,10,11
2017-06-25,10,Bahia,Flamengo,Brasileirao Serie A 2017,5,3,14,13,3,4,1,3,6,23
2017-06-25,10,Chapecoense,Atletico-MG,Brasileirao Serie A 2017,8,0,15,5,1,3,5,5,24,19
2017-06-25,10,Cruzeiro,Coritiba,Brasileirao Serie A 2017,8,9,22,9,9,2,0,2,15,26
2017-06-25,10,Gremio,Corinthians,Brasileirao Serie A 2017,7,2,15,5,6,3,4,5,16,16
2017-06-25,10,Ponte Preta,Palmeiras,Brasileirao Serie A 2017,2,4,9,6,2,2,6,3,21,28
2017-06-25,10,Sao Paulo,Fluminense,Brasileirao Serie A 2017,6,3,15,9,3,6,1,1,12,25
2017-06-25,10,Vasco,Atletico-GO,Brasileirao Serie A 2017,3,1,12,5,5,2,2,0,21,19
2017-06-26,10,Botafogo-RJ,Avai,Brasileirao Serie A 2017,17,2,31,8,9,2,1,2,11,10
2017-07-01,11,Atletico-GO,Santos,Brasileirao Serie A 2017,3,11,16,13,4,2,2,1,14,10
2017-07-01,11,Palmeiras,Gremio,Brasileirao Serie A 2017,4,0,14,6,1,2,3,1,23,14
2017-07-02,11,Atletico-MG,Cruzeiro,Brasileirao Serie A 2017,4,3,11,10,4,5,4,4,23,18
2017-07-02,11,Avai,Ponte Preta,Brasileirao Serie A 2017,6,5,10,18,3,3,2,2,14,25
2017-07-02,11,Corinthians,Botafogo-RJ,Brasileirao Serie A 2017,10,2,19,3,9,0,3,2,14,14
2017-07-02,11,Coritiba,Vasco,Brasileirao Serie A 2017,8,5,16,10,5,4,3,5,17,20
2017-07-02,11,Flamengo,Sao Paulo,Brasileirao Serie A 2017,10,0,15,12,7,2,1,1,17,14
2017-07-02,11,Sport,Athletico-PR,Brasileirao Serie A 2017,11,4,19,2,3,1,1,3,12,18
2017-07-02,11,Vitoria,Bahia,Brasileirao Serie A 2017,11,5,21,6,7,1,5,3,17,16
2017-07-03,11,Fluminense,Chapecoense,Brasileirao Serie A 2017,6,5,12,23,8,7,3,4,14,22
2017-07-08,12,Atletico-GO,Vitoria,Brasileirao Serie A 2017,14,4,18,9,5,6,1,4,12,23
2017-07-08,12,Corinthians,Ponte Preta,Brasileirao Serie A 2017,2,5,13,20,8,6,2,2,17,8
2017-07-08,12,Vasco,Flamengo,Brasileirao Serie A 2017,6,9,10,9,1,3,4,1,23,15
2017-07-09,12,Bahia,Fluminense,Brasileirao Serie A 2017,10,2,20,7,5,2,4,2,16,18
2017-07-09,12,Botafogo-RJ,Atletico-MG,Brasileirao Serie A 2017,4,7,11,9,3,6,1,3,14,27
2017-07-09,12,Chapecoense,Athletico-PR,Brasileirao Serie A 2017,10,2,26,4,6,3,1,3,18,13
2017-07-09,12,Cruzeiro,Palmeiras,Brasileirao Serie A 2017,1,9,11,8,6,1,1,4,12,15
2017-07-09,12,Gremio,Avai,Brasileirao Serie A 2017,11,5,19,8,11,3,1,4,9,17
2017-07-09,12,Santos,Sao Paulo,Brasileirao Serie A 2017,6,2,17,14,8,5,4,3,18,5
2017-07-10,12,Coritiba,Sport,Brasileirao Serie A 2017,10,2,16,12,6,6,2,2,16,18
2017-07-12,13,Athletico-PR,Cruzeiro,Brasileirao Serie A 2017,9,1,14,15,6,5,3,1,16,9
2017-07-12,13,Atletico-MG,Santos,Brasileirao Serie A 2017,15,4,24,10,6,3,1,2,9,13
2017-07-12,13,Fluminense,Botafogo-RJ,Brasileirao Serie A 2017,6,7,12,16,0,5,3,4,13,20
2017-07-12,13,Palmeiras,Corinthians,Brasileirao Serie A 2017,8,1,18,3,3,2,3,4,16,14
2017-07-12,13,Ponte Preta,Bahia,Brasileirao Serie A 2017,18,0,27,11,9,7,1,3,12,14
2017-07-12,13,Vitoria,Vasco,Brasileirao Serie A 2017,8,9,18,10,5,4,4,3,16,14
2017-07-13,13,Avai,Coritiba,Brasileirao Serie A 2017,6,3,10,9,2,8,2,2,14,18
2017-07-13,13,Flamengo,Gremio,Brasileirao Serie A 2017,8,2,23,4,7,3,2,2,12,20
2017-07-13,13,Sao Paulo,Atletico-GO,Brasileirao Serie A 2017,9,4,18,11,3,3,0,3,18,21
2017-07-13,13,Sport,Chapecoense,Brasileirao Serie A 2017,5,8,11,11,5,1,2,8,9,26
2017-07-15,14,Corinthians,Athletico-PR,Brasileirao Serie A 2017,8,3,19,11,9,4,,,5,11
2017-07-16,14,Atletico-GO,Atletico-MG,Brasileirao Serie A 2017,5,8,15,5,4,2,2,3,21,24
2017-07-16,14,Bahia,Avai,Brasileirao Serie A 2017,8,3,22,13,5,4,2,0,18,12
2017-07-16,14,Chapecoense,Sao Paulo,Brasileirao Serie A 2017,1,1,15,9,5,3,4,2,22,14
2017-07-16,14,Coritiba,Fluminense,Brasileirao Serie A 2017,3,3,14,6,4,2,4,4,19,18
2017-07-16,14,Cruzeiro,Flamengo,Brasileirao Serie A 2017,6,3,10,5,3,1,3,1,16,14
2017-07-16,14,Gremio,Ponte Preta,Brasileirao Serie A 2017,7,3,12,10,6,3,1,2,20,18
2017-07-16,14,Palmeiras,Vitoria,Brasileirao Serie A 2017,5,6,15,7,6,2,2,3,21,19
2017-07-16,14,Vasco,Santos,Brasileirao Serie A 2017,9,3,16,4,4,0,4,2,16,25
2017-07-17,14,Botafogo-RJ,Sport,Brasileirao Serie A 2017,3,6,11,10,6,3,4,3,14,16
2017-07-19,15,Atletico-MG,Bahia,Brasileirao Serie A 2017,8,3,24,11,9,5,4,6,19,18
2017-07-19,15,Avai,Corinthians,Brasileirao Serie A 2017,3,11,15,22,3,7,2,3,18,10
2017-07-19,15,Flamengo,Palmeiras,Brasileirao Serie A 2017,10,2,18,7,6,5,2,9,16,23
2017-07-19,15,Ponte Preta,Coritiba,Brasileirao Serie A 2017,4,1,13,13,7,6,1,0,12,12
2017-07-19,15,Santos,Chapecoense,Brasileirao Serie A 2017,13,7,7,18,5,5,5,2,13,17
2017-07-19,15,Sao Paulo,Vasco,Brasileirao Serie A 2017,1,4,11,12,3,5,3,3,26,20
2017-07-19,15,Vitoria,Gremio,Brasileirao Serie A 2017,7,0,16,7,2,5,3,3,18,7
2017-07-20,15,Athletico-PR,Botafogo-RJ,Brasileirao Serie A 2017,3,4,13,9,3,1,3,4,16,21
2017-07-20,15,Fluminense,Cruzeiro,Brasileirao Serie A 2017,8,4,17,15,6,6,3,3,21,18
2017-07-20,15,Sport,Atletico-GO,Brasileirao Serie A 2017,4,9,8,14,5,3,2,1,22,34
2017-07-22,16,Flamengo,Coritiba,Brasileirao Serie A 2017,6,1,19,9,6,3,1,6,20,24
2017-07-22,16,Vitoria,Chapecoense,Brasileirao Serie A 2017,6,4,10,14,4,7,2,5,13,19
2017-07-23,16,Athletico-PR,Ponte Preta,Brasileirao Serie A 2017,12,0,20,4,8,2,2,2,25,19
2017-07-23,16,Atletico-GO,Botafogo-RJ,Brasileirao Serie A 2017,4,4,27,12,5,4,1,4,12,20
2017-07-23,16,Atletico-MG,Vasco,Brasileirao Serie A 2017,7,5,13,11,3,4,5,3,24,16
2017-07-23,16,Avai,Cruzeiro,Brasileirao Serie A 2017,4,8,5,26,2,9,2,0,20,10
2017-07-23,16,Fluminense,Corinthians,Brasileirao Serie A 2017,6,6,19,12,5,1,2,2,15,13
2017-07-23,16,Santos,Bahia,Brasileirao Serie A 2017,4,7,11,19,5,5,1,1,10,19
2017-07-23,16,Sport,Palmeiras,Brasileirao Serie A 2017,6,3,12,7,1,4,3,4,21,31
2017-07-24,16,Sao Paulo,Gremio,Brasileirao Serie A 2017,5,8,6,10,2,5,1,3,17,14
2017-07-29,17,Botafogo-RJ,Sao Paulo,Brasileirao Serie A 2017,1,6,8,24,4,8,0,1,9,11
2017-07-29,17,Palmeiras,Avai,Brasileirao Serie A 2017,8,5,15,9,3,1,1,2,19,18
2017-07-30,17,Bahia,Sport,Brasileirao Serie A 2017,2,3,16,15,7,9,2,6,18,24
2017-07-30,17,Chapecoense,Atletico-GO,Brasileirao Serie A 2017,5,6,16,13,7,2,1,1,21,19
2017-07-30,17,Corinthians,Flamengo,Brasileirao Serie A 2017,2,11,9,16,3,2,0,1,9,16
2017-07-30,17,Coritiba,Atletico-MG,Brasileirao Serie A 2017,2,5,12,9,1,6,4,4,18,25
2017-07-30,17,Cruzeiro,Vitoria,Brasileirao Serie A 2017,3,2,13,9,6,3,4,4,15,23
2017-07-30,17,Gremio,Santos,Brasileirao Serie A 2017,3,4,23,4,9,1,3,5,14,17
2017-07-31,17,Vasco,Athletico-PR,Brasileirao Serie A 2017,6,3,18,7,5,3,3,3,13,20
2017-08-02,18,Atletico-GO,Gremio,Brasileirao Serie A 2017,3,3,13,10,1,4,4,2,20,21
2017-08-02,18,Atletico-MG,Corinthians,Brasileirao Serie A 2017,10,4,16,12,4,4,3,1,19,12
2017-08-02,18,Botafogo-RJ,Palmeiras,Brasileirao Serie A 2017,8,6,12,15,3,3,5,2,22,14
2017-08-02,18,Chapecoense,Bahia,Brasileirao Serie A 2017,3,5,7,12,4,3,5,3,26,17
2017-08-02,18,Santos,Flamengo,Brasileirao Serie A 2017,10,8,14,13,5,6,2,2,18,15
2017-08-02,18,Sport,Fluminense,Brasileirao Serie A 2017,15,3,26,10,7,4,5,4,14,18
2017-08-02,18,Vitoria,Ponte Preta,Brasileirao Serie A 2017,7,4,15,12,4,5,3,1,20,7
2017-08-03,18,Athletico-PR,Avai,Brasileirao Serie A 2017,3,6,18,9,6,1,1,2,9,18
2017-08-03,18,Sao Paulo,Coritiba,Brasileirao Serie A 2017,10,2,26,7,10,4,4,5,18,15
2017-08-03,18,Vasco,Cruzeiro,Brasileirao Serie A 2017,6,4,11,13,1,6,4,1,12,18
2017-08-05,19,Corinthians,Sport,Brasileirao Serie A 2017,3,5,10,12,4,7,1,2,2,10
2017-08-05,19,Fluminense,Atletico-GO,Brasileirao Serie A 2017,3,7,10,13,6,3,1,3,13,12
2017-08-06,19,Avai,Santos,Brasileirao Serie A 2017,4,8,12,13,3,3,3,1,22,16
2017-08-06,19,Bahia,Sao Paulo,Brasileirao Serie A 2017,2,8,11,11,5,4,4,2,20,12
2017-08-06,19,Coritiba,Chapecoense,Brasileirao Serie A 2017,3,6,8,9,3,2,,,13,21
2017-08-06,19,Cruzeiro,Botafogo-RJ,Brasileirao Serie A 2017,7,1,22,7,4,1,3,3,16,15
2017-08-06,19,Flamengo,Vitoria,Brasileirao Serie A 2017,5,0,14,10,6,6,4,2,15,21
2017-08-06,19,Gremio,Atletico-MG,Brasileirao Serie A 2017,0,8,7,10,4,4,3,1,18,13
2017-08-06,19,Palmeiras,Athletico-PR,Brasileirao Serie A 2017,7,3,19,7,3,5,1,3,10,22
2017-08-06,19,Ponte Preta,Vasco,Brasileirao Serie A 2017,7,2,13,6,3,0,1,4,17,16
2017-08-09,17,Ponte Preta,Fluminense,Brasileirao Serie A 2017,12,5,15,9,3,3,1,1,14,12
2017-08-12,20,Atletico-GO,Coritiba,Brasileirao Serie A 2017,6,5,9,10,2,3,2,3,27,20
2017-08-12,20,Vitoria,Avai,Brasileirao Serie A 2017,7,4,20,8,6,1,1,3,14,11
2017-08-13,20,Athletico-PR,Bahia,Brasileirao Serie A 2017,8,5,19,11,9,3,2,4,13,15
2017-08-13,20,Atletico-MG,Flamengo,Brasileirao Serie A 2017,7,5,20,9,6,1,4,1,22,17
2017-08-13,20,Botafogo-RJ,Gremio,Brasileirao Serie A 2017,4,8,13,14,7,5,3,1,18,15
2017-08-13,20,Sao Paulo,Cruzeiro,Brasileirao Serie A 2017,4,7,9,19,4,4,4,3,19,18
2017-08-13,20,Sport,Ponte Preta,Brasileirao Serie A 2017,8,1,9,9,2,5,1,1,14,10
2017-08-13,20,Vasco,Palmeiras,Brasileirao Serie A 2017,9,5,12,7,2,3,1,2,17,13
2017-08-14,20,Santos,Fluminense,Brasileirao Serie A 2017,5,4,15,7,3,2,2,2,7,10
2017-08-19,21,Corinthians,Vitoria,Brasileirao Serie A 2017,9,1,16,5,4,3,1,2,9,21
2017-08-19,21,Flamengo,Atletico-GO,Brasileirao Serie A 2017,6,3,17,13,6,3,2,3,12,13
2017-08-20,21,Avai,Sao Paulo,Brasileirao Serie A 2017,5,9,12,15,3,7,1,3,17,16
2017-08-20,21,Bahia,Vasco,Brasileirao Serie A 2017,3,6,11,9,5,0,0,4,18,18
2017-08-20,21,Coritiba,Santos,Brasileirao Serie A 2017,8,5,12,20,4,2,3,1,13,7
2017-08-20,21,Cruzeiro,Sport,Brasileirao Serie A 2017,5,3,11,9,5,0,1,0,11,12
2017-08-20,21,Gremio,Athletico-PR,Brasileirao Serie A 2017,2,2,7,14,1,3,2,2,11,26
2017-08-20,21,Palmeiras,Chapecoense,Brasileirao Serie A 2017,14,3,13,13,3,5,1,4,11,24
2017-08-20,21,Ponte Preta,Botafogo-RJ,Brasileirao Serie A 2017,7,3,12,14,6,1,4,4,18,18
2017-08-23,20,Chapecoense,Corinthians,Brasileirao Serie A 2017,1,3,13,7,4,2,1,4,13,7
2017-08-26,22,Corinthians,Atletico-GO,Brasileirao Serie A 2017,11,4,31,8,7,3,1,5,15,17
2017-08-26,22,Fluminense,Vasco,Brasileirao Serie A 2017,2,1,8,20,1,4,2,4,14,12
2017-08-27,22,Avai,Chapecoense,Brasileirao Serie A 2017,1,7,9,13,2,3,4,5,18,22
2017-08-27,22,Bahia,Botafogo-RJ,Brasileirao Serie A 2017,7,3,13,12,4,4,2,0,14,9
2017-08-27,22,Cruzeiro,Santos,Brasileirao Serie A 2017,7,5,18,9,5,3,0,2,13,18
2017-08-27,22,Flamengo,Athletico-PR,Brasileirao Serie A 2017,6,1,17,12,6,3,0,2,6,11
2017-08-27,22,Palmeiras,Sao Paulo,Brasileirao Serie A 2017,8,2,25,10,8,3,1,2,12,8
2017-08-27,22,Ponte Preta,Atletico-MG,Brasileirao Serie A 2017,3,4,11,16,6,6,4,4,20,19
2017-08-28,22,Coritiba,Vitoria,Brasileirao Serie A 2017,7,3,9,15,6,5,2,2,18,22
2017-09-02,22,Gremio,Sport,Brasileirao Serie A 2017,3,2,14,5,7,2,1,5,8,21
2017-09-09,23,Atletico-MG,Palmeiras,Brasileirao Serie A 2017,9,4,21,9,6,5,3,3,14,18
2017-09-09,23,Sao Paulo,Ponte Preta,Brasileirao Serie A 2017,3,7,9,13,3,6,2,1,12,9
2017-09-09,23,Vasco,Gremio,Brasileirao Serie A 2017,0,8,8,14,2,3,3,0,18,11
2017-09-10,23,Athletico-PR,Coritiba,Brasileirao Serie A 2017,6,2,17,4,6,1,1,3,16,15
2017-09-10,23,Botafogo-RJ,Flamengo,Brasileirao Serie A 2017,5,15,16,17,5,2,,,10,16
2017-09-10,23,Chapecoense,Cruzeiro,Brasileirao Serie A 2017,9,3,15,13,6,7,2,1,15,17
2017-09-10,23,Santos,Corinthians,Brasileirao Serie A 2017,5,5,14,14,8,4,3,5,9,17
2017-09-10,23,Sport,Avai,Brasileirao Serie A 2017,9,3,27,11,3,5,4,5,13,17
2017-09-10,23,Vitoria,Fluminense,Brasileirao Serie A 2017,6,3,19,8,4,4,1,3,9,11
2017-09-11,23,Atletico-GO,Bahia,Brasileirao Serie A 2017,5,8,10,11,3,4,1,2,16,11
2017-09-16,24,Botafogo-RJ,Santos,Brasileirao Serie A 2017,4,10,15,15,8,0,2,2,14,12
2017-09-16,24,Ponte Preta,Atletico-GO,Brasileirao Serie A 2017,6,3,14,17,4,8,2,2,22,20
2017-09-17,24,Athletico-PR,Fluminense,Brasileirao Serie A 2017,5,3,16,10,8,2,3,3,15,13
2017-09-17,24,Avai,Atletico-MG,Brasileirao Serie A 2017,4,5,9,17,1,4,2,2,17,16
2017-09-17,24,Corinthians,Vasco,Brasileirao Serie A 2017,7,6,16,13,3,4,1,2,15,9
2017-09-17,24,Cruzeiro,Bahia,Brasileirao Serie A 2017,12,10,11,13,5,5,5,1,12,19
2017-09-17,24,Flamengo,Sport,Brasileirao Serie A 2017,2,5,14,6,4,2,0,3,13,18
2017-09-17,24,Gremio,Chapecoense,Brasileirao Serie A 2017,9,6,17,8,4,5,1,5,6,19
2017-09-17,24,Vitoria,Sao Paulo,Brasileirao Serie A 2017,3,8,14,17,5,7,3,2,21,16
2017-09-18,24,Palmeiras,Coritiba,Brasileirao Serie A 2017,10,6,17,5,8,2,3,3,18,17
2017-09-23,25,Flamengo,Avai,Brasileirao Serie A 2017,11,8,30,12,8,5,2,0,14,16
2017-09-23,25,Santos,Athletico-PR,Brasileirao Serie A 2017,4,6,21,17,6,5,1,1,7,14
2017-09-24,25,Atletico-GO,Cruzeiro,Brasileirao Serie A 2017,4,6,20,13,4,2,4,2,16,18
2017-09-24,25,Atletico-MG,Vitoria,Brasileirao Serie A 2017,5,4,9,7,4,3,1,2,10,21
2017-09-24,25,Bahia,Gremio,Brasileirao Serie A 2017,3,4,15,14,6,4,4,5,18,17
2017-09-24,25,Chapecoense,Ponte Preta,Brasileirao Serie A 2017,6,3,12,10,4,2,4,3,16,19
2017-09-24,25,Coritiba,Botafogo-RJ,Brasileirao Serie A 2017,7,3,16,9,4,5,2,3,20,19
2017-09-24,25,Fluminense,Palmeiras,Brasileirao Serie A 2017,9,5,8,15,2,4,2,2,26,9
2017-09-24,25,Sao Paulo,Corinthians,Brasileirao Serie A 2017,7,4,13,11,6,2,2,4,13,12
2017-09-25,25,Sport,Vasco,Brasileirao Serie A 2017,10,3,13,13,3,2,1,4,13,16
2017-09-30,26,Bahia,Coritiba,Brasileirao Serie A 2017,5,3,11,12,3,2,4,5,13,18
2017-09-30,26,Palmeiras,Santos,Brasileirao Serie A 2017,10,1,17,9,1,4,3,5,18,22
2017-09-30,26,Vasco,Chapecoense,Brasileirao Serie A 2017,3,4,22,13,8,5,3,0,15,22
2017-10-01,26,Athletico-PR,Atletico-MG,Brasileirao Serie A 2017,13,6,18,6,5,3,1,4,17,16
2017-10-01,26,Avai,Atletico-GO,Brasileirao Serie A 2017,7,3,8,10,1,4,2,2,14,24
2017-10-01,26,Botafogo-RJ,Vitoria,Brasileirao Serie A 2017,1,4,11,14,5,5,2,2,11,21
2017-10-01,26,Cruzeiro,Corinthians,Brasileirao Serie A 2017,5,5,11,10,3,5,3,4,15,14
2017-10-01,26,Gremio,Fluminense,Brasileirao Serie A 2017,6,2,21,9,10,2,1,2,12,18
2017-10-01,26,Sao Paulo,Sport,Brasileirao Serie A 2017,5,8,7,15,7,5,0,2,12,15
2017-10-02,26,Ponte Preta,Flamengo,Brasileirao Serie A 2017,2,4,7,12,3,1,5,3,23,17
2017-10-07,28,Cruzeiro,Ponte Preta,Brasileirao Serie A 2017,9,3,17,6,6,4,5,0,8,12
2017-10-11,27,Athletico-PR,Atletico-GO,Brasileirao Serie A 2017,5,4,16,9,6,3,3,2,15,17
2017-10-11,27,Atletico-MG,Sao Paulo,Brasileirao Serie A 2017,9,10,25,9,7,2,1,3,16,12
2017-10-11,27,Avai,Vasco,Brasileirao Serie A 2017,9,2,19,11,5,6,5,2,23,28
2017-10-11,27,Botafogo-RJ,Chapecoense,Brasileirao Serie A 2017,4,3,12,6,2,3,1,3,12,20
2017-10-11,27,Corinthians,Coritiba,Brasileirao Serie A 2017,10,6,16,11,5,4,1,3,8,16
2017-10-11,27,Gremio,Cruzeiro,Brasileirao Serie A 2017,7,2,12,13,3,4,,,15,13
2017-10-12,27,Flamengo,Fluminense,Brasileirao Serie A 2017,10,4,13,13,4,4,2,4,17,16
2017-10-12,27,Palmeiras,Bahia,Brasileirao Serie A 2017,2,7,13,17,4,10,1,2,23,24
2017-10-12,27,Ponte Preta,Santos,Brasileirao Serie A 2017,4,10,8,14,1,5,2,2,20,11
2017-10-12,27,Vitoria,Sport,Brasileirao Serie A 2017,7,4,11,10,3,4,1,3,18,13
2017-10-14,28,Sao Paulo,Athletico-PR,Brasileirao Serie A 2017,6,0,23,7,8,2,1,2,6,12
2017-10-14,28,Vasco,Botafogo-RJ,Brasileirao Serie A 2017,7,1,11,17,1,2,5,3,16,13
2017-10-15,28,Atletico-GO,Palmeiras,Brasileirao Serie A 2017,2,3,14,15,4,9,1,1,18,13
2017-10-15,28,Bahia,Corinthians,Brasileirao Serie A 2017,7,4,7,8,3,3,0,2,11,16
2017-10-15,28,Chapecoense,Flamengo,Brasileirao Serie A 2017,7,2,15,16,4,5,2,2,23,17
2017-10-15,28,Coritiba,Gremio,Brasileirao Serie A 2017,2,11,13,6,4,1,4,3,14,16
2017-10-15,28,Fluminense,Avai,Brasileirao Serie A 2017,6,6,19,6,4,2,2,2,18,12
2017-10-15,28,Sport,Atletico-MG,Brasileirao Serie A 2017,6,3,20,12,6,2,2,2,19,14
2017-10-16,28,Santos,Vitoria,Brasileirao Serie A 2017,5,12,14,21,6,6,2,4,12,15
2017-10-18,29,Atletico-GO,Vasco,Brasileirao Serie A 2017,7,5,10,10,4,4,2,2,23,10
2017-10-18,29,Atletico-MG,Chapecoense,Brasileirao Serie A 2017,6,4,4,17,2,7,1,3,16,15
2017-10-18,29,Avai,Botafogo-RJ,Brasileirao Serie A 2017,8,4,17,10,6,2,2,4,20,22
2017-10-18,29,Corinthians,Gremio,Brasileirao Serie A 2017,2,4,7,10,0,3,1,1,13,14
2017-10-18,29,Coritiba,Cruzeiro,Brasileirao Serie A 2017,7,7,16,13,3,2,1,1,7,9
2017-10-18,29,Fluminense,Sao Paulo,Brasileirao Serie A 2017,4,1,12,10,6,2,2,0,23,12
2017-10-19,29,Flamengo,Bahia,Brasileirao Serie A 2017,7,2,16,12,8,3,5,4,23,11
2017-10-19,29,Palmeiras,Ponte Preta,Brasileirao Serie A 2017,10,4,14,8,7,0,0,4,14,18
2017-10-19,29,Sport,Santos,Brasileirao Serie A 2017,11,1,29,8,8,3,1,5,17,23
2017-10-19,29,Vitoria,Athletico-PR,Brasileirao Serie A 2017,9,4,20,9,7,7,0,3,11,12
2017-10-21,30,Vasco,Coritiba,Brasileirao Serie A 2017,8,2,11,7,4,2,1,2,10,15
2017-10-22,30,Athletico-PR,Sport,Brasileirao Serie A 2017,5,4,17,9,8,1,0,2,15,13
2017-10-22,30,Bahia,Vitoria,Brasileirao Serie A 2017,5,2,8,9,6,2,2,3,12,17
2017-10-22,30,Chapecoense,Fluminense,Brasileirao Serie A 2017,4,3,9,13,3,3,1,1,22,12
2017-10-22,30,Cruzeiro,Atletico-MG,Brasileirao Serie A 2017,6,3,15,14,5,5,2,4,23,14
2017-10-22,30,Gremio,Palmeiras,Brasileirao Serie A 2017,2,4,6,12,2,5,2,1,17,19
2017-10-22,30,Ponte Preta,Avai,Brasileirao Serie A 2017,12,5,29,11,2,3,5,2,19,19
2017-10-22,30,Santos,Atletico-GO,Brasileirao Serie A 2017,10,2,18,14,8,3,1,1,15,14
2017-10-22,30,Sao Paulo,Flamengo,Brasileirao Serie A 2017,3,8,5,10,3,3,1,1,14,12
2017-10-23,30,Botafogo-RJ,Corinthians,Brasileirao Serie A 2017,6,2,17,8,6,3,3,2,19,14
2017-10-28,31,Athletico-PR,Chapecoense,Brasileirao Serie A 2017,6,4,15,6,4,2,1,4,6,20
2017-10-28,31,Flamengo,Vasco,Brasileirao Serie A 2017,5,2,14,8,4,0,1,1,16,12
2017-10-28,31,Sao Paulo,Santos,Brasileirao Serie A 2017,7,4,15,7,5,2,1,6,12,31
2017-10-29,31,Atletico-MG,Botafogo-RJ,Brasileirao Serie A 2017,8,3,16,9,2,1,1,2,21,16
2017-10-29,31,Avai,Gremio,Brasileirao Serie A 2017,10,4,21,8,7,4,1,2,13,19
2017-10-29,31,Fluminense,Bahia,Brasileirao Serie A 2017,2,4,11,6,5,1,1,3,19,17
2017-10-29,31,Ponte Preta,Corinthians,Brasileirao Serie A 2017,3,8,8,19,2,7,4,1,19,12
2017-10-29,31,Sport,Coritiba,Brasileirao Serie A 2017,11,7,21,16,10,11,3,6,21,21
2017-10-29,31,Vitoria,Atletico-GO,Brasileirao Serie A 2017,16,2,15,6,8,2,1,3,19,18
2017-10-30,31,Palmeiras,Cruzeiro,Brasileirao Serie A 2017,15,2,24,4,10,4,0,2,9,9
2017-11-04,32,Atletico-GO,Sao Paulo,Brasileirao Serie A 2017,2,4,6,12,1,2,2,0,17,9
2017-11-04,32,Botafogo-RJ,Fluminense,Brasileirao Serie A 2017,1,5,6,17,3,2,3,4,16,16
2017-11-04,32,Coritiba,Avai,Brasileirao Serie A 2017,3,6,15,7,7,2,1,2,15,6
2017-11-04,32,Santos,Atletico-MG,Brasileirao Serie A 2017,10,7,16,14,5,4,1,3,12,18
2017-11-05,32,Bahia,Ponte Preta,Brasileirao Serie A 2017,7,7,17,7,6,0,1,2,16,18
2017-11-05,32,Chapecoense,Sport,Brasileirao Serie A 2017,0,2,9,7,5,3,3,3,21,16
2017-11-05,32,Corinthians,Palmeiras,Brasileirao Serie A 2017,6,7,13,16,8,2,6,5,21,11
