data,rodada,mandante,visitante,competicao,escanteios_mandante,escanteios_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,faltas_mandante,faltas_visitante
2015-05-09,1,Chapecoense,Coritiba,Brasileirao Serie A 2015,3,5,13,16,,,2,2,20,21
2015-05-09,1,Fluminense,Joinville,Brasileirao Serie A 2015,5,3,26,3,,,2,0,9,14
2015-05-09,1,Palmeiras,Atletico-MG,Brasileirao Serie A 2015,11,2,17,10,,,2,4,20,14
2015-05-10,1,Athletico-PR,Internacional,Brasileirao Serie A 2015,2,11,10,17,,,1,2,17,17
2015-05-10,1,Avai,Santos,Brasileirao Serie A 2015,4,3,16,8,,,2,1,10,11
2015-05-10,1,Cruzeiro,Corinthians,Brasileirao Serie A 2015,2,4,13,11,,,3,1,17,15
2015-05-10,1,Gremio,Ponte Preta,Brasileirao Serie A 2015,5,10,11,17,,,3,4,17,21
2015-05-10,1,Sao Paulo,Flamengo,Brasileirao Serie A 2015,4,6,19,12,,,2,1,17,12
2015-05-10,1,Sport,Figueirense,Brasileirao Serie A 2015,7,1,17,7,,,1,2,17,14
2015-05-10,1,Vasco,Goias,Brasileirao Serie A 2015,4,2,11,5,,,3,5,16,27
2015-05-16,2,Corinthians,Chapecoense,Brasileirao Serie A 2015,7,2,13,11,,,2,4,16,13
2015-05-16,2,Coritiba,Gremio,Brasileirao Serie A 2015,2,4,9,10,,,2,3,22,13
2015-05-16,2,Goias,Athletico-PR,Brasileirao Serie A 2015,6,5,13,8,,,2,1,14,18
2015-05-17,2,Atletico-MG,Fluminense,Brasileirao Serie A 2015,7,0,16,8,,,2,1,17,9
2015-05-17,2,Figueirense,Vasco,Brasileirao Serie A 2015,6,7,12,14,,,2,6,18,13
2015-05-17,2,Flamengo,Sport,Brasileirao Serie A 2015,13,3,18,14,,,2,3,10,7
2015-05-17,2,Internacional,Avai,Brasileirao Serie A 2015,4,9,8,6,,,3,7,17,26
2015-05-17,2,Joinville,Palmeiras,Brasileirao Serie A 2015,1,5,8,11,,,3,1,17,12
2015-05-17,2,Ponte Preta,Sao Paulo,Brasileirao Serie A 2015,6,4,19,10,,,1,3,15,14
2015-05-17,2,Santos,Cruzeiro,Brasileirao Serie A 2015,15,3,20,7,,,1,4,18,13
2015-05-23,3,Gremio,Figueirense,Brasileirao Serie A 2015,11,4,19,5,,,6,5,16,24
2015-05-23,3,Sao Paulo,Joinville,Brasileirao Serie A 2015,5,0,16,7,,,2,0,12,11
2015-05-23,3,Vasco,Internacional,Brasileirao Serie A 2015,8,1,13,7,,,6,2,15,16
2015-05-24,3,Athletico-PR,Atletico-MG,Brasileirao Serie A 2015,2,9,11,16,,,4,0,7,8
2015-05-24,3,Avai,Flamengo,Brasileirao Serie A 2015,4,2,13,8,,,5,6,15,17
2015-05-24,3,Chapecoense,Santos,Brasileirao Serie A 2015,4,5,13,15,,,5,6,13,20
2015-05-24,3,Cruzeiro,Ponte Preta,Brasileirao Serie A 2015,16,3,22,15,,,2,2,17,11
2015-05-24,3,Fluminense,Corinthians,Brasileirao Serie A 2015,9,6,15,7,,,2,2,19,6
2015-05-24,3,Palmeiras,Goias,Brasileirao Serie A 2015,13,6,21,7,,,6,4,13,24
2015-05-24,3,Sport,Coritiba,Brasileirao Serie A 2015,2,5,12,9,,,1,4,13,17
2015-05-30,4,Coritiba,Avai,Brasileirao Serie A 2015,5,3,11,11,,,4,4,17,21
2015-05-30,4,Joinville,Athletico-PR,Brasileirao Serie A 2015,4,7,10,19,,,0,4,12,13
2015-05-30,4,Ponte Preta,Chapecoense,Brasileirao Serie A 2015,0,4,13,14,,,4,1,20,15
2015-05-31,4,Atletico-MG,Vasco,Brasileirao Serie A 2015,5,7,21,9,,,0,3,16,12
2015-05-31,4,Corinthians,Palmeiras,Brasileirao Serie A 2015,2,6,9,12,,,5,5,21,21
2015-05-31,4,Figueirense,Cruzeiro,Brasileirao Serie A 2015,5,4,9,22,,,3,5,17,11
2015-05-31,4,Flamengo,Fluminense,Brasileirao Serie A 2015,8,1,15,7,,,5,3,24,23
2015-05-31,4,Goias,Gremio,Brasileirao Serie A 2015,2,3,10,9,,,1,1,14,14
2015-05-31,4,Internacional,Sao Paulo,Brasileirao Serie A 2015,5,10,8,14,,,3,0,19,17
2015-05-31,4,Santos,Sport,Brasileirao Serie A 2015,8,7,18,15,,,1,2,9,11
2015-06-03,5,Athletico-PR,Figueirense,Brasileirao Serie A 2015,6,4,12,9,,,1,4,12,8
2015-06-03,5,Avai,Atletico-MG,Brasileirao Serie A 2015,10,7,7,16,,,3,3,12,15
2015-06-03,5,Chapecoense,Joinville,Brasileirao Serie A 2015,7,10,10,12,,,3,5,16,12
2015-06-03,5,Cruzeiro,Flamengo,Brasileirao Serie A 2015,5,10,11,8,,,2,3,16,17
2015-06-03,5,Gremio,Corinthians,Brasileirao Serie A 2015,3,5,13,20,,,2,3,22,10
2015-06-03,5,Sao Paulo,Santos,Brasileirao Serie A 2015,8,1,13,8,,,5,3,14,15
2015-06-03,5,Vasco,Ponte Preta,Brasileirao Serie A 2015,6,2,14,16,,,1,3,15,18
2015-06-04,5,Fluminense,Coritiba,Brasileirao Serie A 2015,3,4,12,8,,,1,4,13,24
2015-06-04,5,Palmeiras,Internacional,Brasileirao Serie A 2015,9,2,15,5,,,1,4,15,13
2015-06-04,5,Sport,Goias,Brasileirao Serie A 2015,7,3,16,9,,,2,4,11,13
2015-06-06,6,Athletico-PR,Vasco,Brasileirao Serie A 2015,7,3,13,14,,,4,3,15,7
2015-06-06,6,Atletico-MG,Cruzeiro,Brasileirao Serie A 2015,7,6,14,11,,,,,12,13
2015-06-06,6,Flamengo,Chapecoense,Brasileirao Serie A 2015,5,1,18,6,,,1,0,13,12
2015-06-06,6,Joinville,Corinthians,Brasileirao Serie A 2015,9,5,14,13,,,1,1,8,9
2015-06-06,6,Santos,Ponte Preta,Brasileirao Serie A 2015,6,2,18,19,,,2,2,17,15
2015-06-06,6,Sao Paulo,Gremio,Brasileirao Serie A 2015,4,3,13,9,,,3,2,19,14
2015-06-07,6,Figueirense,Palmeiras,Brasileirao Serie A 2015,2,4,7,13,,,3,3,22,14
2015-06-07,6,Fluminense,Sport,Brasileirao Serie A 2015,7,5,15,7,,,3,2,12,10
2015-06-07,6,Goias,Avai,Brasileirao Serie A 2015,6,2,8,11,,,2,4,15,17
2015-06-07,6,Internacional,Coritiba,Brasileirao Serie A 2015,3,11,12,18,,,3,5,5,16
2015-06-10,7,Atletico-MG,Santos,Brasileirao Serie A 2015,12,5,18,10,,,1,4,8,15
2015-06-13,7,Chapecoense,Sao Paulo,Brasileirao Serie A 2015,7,3,15,5,,,2,4,5,29
2015-06-13,7,Corinthians,Internacional,Brasileirao Serie A 2015,4,7,13,12,,,0,2,10,9
2015-06-13,7,Coritiba,Flamengo,Brasileirao Serie A 2015,8,2,12,8,,,2,3,17,14
2015-06-13,7,Sport,Joinville,Brasileirao Serie A 2015,3,6,10,21,,,0,4,10,13
2015-06-13,7,Vasco,Cruzeiro,Brasileirao Serie A 2015,6,0,14,8,,,2,4,13,25
2015-06-14,7,Avai,Figueirense,Brasileirao Serie A 2015,5,2,8,9,,,4,3,14,26
2015-06-14,7,Gremio,Athletico-PR,Brasileirao Serie A 2015,13,7,20,12,,,1,4,8,22
2015-06-14,7,Palmeiras,Fluminense,Brasileirao Serie A 2015,7,2,25,6,,,0,6,6,13
2015-06-14,7,Ponte Preta,Goias,Brasileirao Serie A 2015,5,6,16,17,,,3,3,24,19
2015-06-18,8,Figueirense,Internacional,Brasileirao Serie A 2015,4,4,14,14,,,4,2,16,18
2015-06-20,8,Flamengo,Atletico-MG,Brasileirao Serie A 2015,4,3,12,8,,,,,8,14
2015-06-20,8,Gremio,Palmeiras,Brasileirao Serie A 2015,1,7,12,14,,,4,3,11,9
2015-06-20,8,Santos,Corinthians,Brasileirao Serie A 2015,6,7,10,10,,,4,3,19,17
2015-06-20,8,Sport,Vasco,Brasileirao Serie A 2015,4,4,12,9,,,2,3,10,12
2015-06-21,8,Athletico-PR,Coritiba,Brasileirao Serie A 2015,2,3,17,15,,,2,3,10,20
2015-06-21,8,Cruzeiro,Chapecoense,Brasileirao Serie A 2015,5,4,14,6,,,4,3,9,16
2015-06-21,8,Joinville,Goias,Brasileirao Serie A 2015,3,11,12,15,,,4,4,13,12
2015-06-21,8,Sao Paulo,Avai,Brasileirao Serie A 2015,9,9,16,13,,,1,5,14,13
2015-06-24,8,Fluminense,Ponte Preta,Brasileirao Serie A 2015,3,6,21,11,,,2,3,16,18
2015-06-27,9,Avai,Gremio,Brasileirao Serie A 2015,12,4,12,7,,,3,3,14,16
2015-06-27,9,Chapecoense,Sport,Brasileirao Serie A 2015,16,3,14,14,,,1,6,7,16
2015-06-27,9,Corinthians,Figueirense,Brasileirao Serie A 2015,7,3,13,6,,,0,2,10,11
2015-06-28,9,Atletico-MG,Joinville,Brasileirao Serie A 2015,10,3,13,7,,,2,1,11,13
2015-06-28,9,Coritiba,Cruzeiro,Brasileirao Serie A 2015,3,2,12,11,,,5,5,22,15
2015-06-28,9,Goias,Fluminense,Brasileirao Serie A 2015,13,3,19,10,,,2,2,15,12
2015-06-28,9,Internacional,Santos,Brasileirao Serie A 2015,8,7,12,16,,,3,2,4,12
2015-06-28,9,Palmeiras,Sao Paulo,Brasileirao Serie A 2015,8,2,13,9,,,1,3,18,14
2015-06-28,9,Ponte Preta,Athletico-PR,Brasileirao Serie A 2015,6,5,14,18,,,1,2,16,27
2015-06-28,9,Vasco,Flamengo,Brasileirao Serie A 2015,2,10,6,6,,,4,0,18,10
2015-07-01,10,Athletico-PR,Sao Paulo,Brasileirao Serie A 2015,4,2,11,10,,,2,0,17,8
2015-07-01,10,Atletico-MG,Coritiba,Brasileirao Serie A 2015,3,4,16,10,,,3,5,8,11
2015-07-01,10,Gremio,Cruzeiro,Brasileirao Serie A 2015,13,2,22,14,,,5,6,21,21
2015-07-01,10,Joinville,Flamengo,Brasileirao Serie A 2015,3,3,8,11,,,3,2,14,11
2015-07-01,10,Palmeiras,Chapecoense,Brasileirao Serie A 2015,2,3,16,8,,,0,3,15,17
2015-07-01,10,Sport,Internacional,Brasileirao Serie A 2015,6,7,13,12,,,2,2,13,8
2015-07-01,10,Vasco,Avai,Brasileirao Serie A 2015,6,6,13,13,,,3,2,16,11
2015-07-02,10,Corinthians,Ponte Preta,Brasileirao Serie A 2015,5,5,17,11,,,1,2,5,12
2015-07-02,10,Figueirense,Goias,Brasileirao Serie A 2015,1,4,10,16,,,1,2,17,20
2015-07-02,10,Fluminense,Santos,Brasileirao Serie A 2015,1,3,8,9,,,2,3,7,21
2015-07-04,11,Chapecoense,Vasco,Brasileirao Serie A 2015,14,4,19,7,,,1,1,12,12
2015-07-04,11,Coritiba,Joinville,Brasileirao Serie A 2015,5,4,12,6,,,1,2,22,17
2015-07-04,11,Cruzeiro,Athletico-PR,Brasileirao Serie A 2015,6,4,18,5,,,0,2,10,18
2015-07-05,11,Avai,Sport,Brasileirao Serie A 2015,5,9,13,11,,,5,2,16,14
2015-07-05,11,Flamengo,Figueirense,Brasileirao Serie A 2015,8,5,12,9,,,3,2,9,20
2015-07-05,11,Goias,Corinthians,Brasileirao Serie A 2015,5,7,6,14,,,2,2,12,12
2015-07-05,11,Internacional,Atletico-MG,Brasileirao Serie A 2015,6,4,11,19,,,1,3,5,11
2015-07-05,11,Ponte Preta,Palmeiras,Brasileirao Serie A 2015,1,5,19,9,,,3,3,12,22
2015-07-05,11,Santos,Gremio,Brasileirao Serie A 2015,1,2,7,17,,,3,1,13,12
2015-07-05,11,Sao Paulo,Fluminense,Brasileirao Serie A 2015,7,4,14,7,,,1,2,18,16
2015-07-08,12,Atletico-MG,Sport,Brasileirao Serie A 2015,9,5,12,10,,,2,2,17,12
2015-07-08,12,Chapecoense,Gremio,Brasileirao Serie A 2015,5,8,12,10,,,1,2,8,7
2015-07-08,12,Coritiba,Ponte Preta,Brasileirao Serie A 2015,7,2,19,8,,,4,6,18,17
2015-07-08,12,Figueirense,Joinville,Brasileirao Serie A 2015,7,10,13,11,,,1,2,11,21
2015-07-08,12,Goias,Santos,Brasileirao Serie A 2015,7,5,14,8,,,0,3,7,8
2015-07-08,12,Internacional,Flamengo,Brasileirao Serie A 2015,3,2,9,8,,,3,2,17,19
2015-07-08,12,Palmeiras,Avai,Brasileirao Serie A 2015,11,2,18,12,,,2,6,12,11
2015-07-08,12,Vasco,Sao Paulo,Brasileirao Serie A 2015,8,2,14,10,,,3,0,12,10
2015-07-09,12,Corinthians,Athletico-PR,Brasileirao Serie A 2015,3,8,8,11,,,1,2,6,13
2015-07-09,12,Fluminense,Cruzeiro,Brasileirao Serie A 2015,6,5,15,8,,,2,2,10,15
2015-07-11,13,Gremio,Vasco,Brasileirao Serie A 2015,6,3,21,7,,,1,3,16,12
2015-07-11,13,Ponte Preta,Atletico-MG,Brasileirao Serie A 2015,4,4,11,13,,,1,3,13,19
2015-07-11,13,Santos,Figueirense,Brasileirao Serie A 2015,6,2,14,5,,,1,5,12,12
2015-07-12,13,Athletico-PR,Fluminense,Brasileirao Serie A 2015,10,2,23,9,,,1,2,12,11
2015-07-12,13,Avai,Chapecoense,Brasileirao Serie A 2015,6,7,14,13,,,4,2,15,14
2015-07-12,13,Cruzeiro,Goias,Brasileirao Serie A 2015,11,2,22,3,,,2,1,17,13
2015-07-12,13,Flamengo,Corinthians,Brasileirao Serie A 2015,13,1,16,8,,,0,2,7,15
2015-07-12,13,Joinville,Internacional,Brasileirao Serie A 2015,6,2,8,7,,,4,3,17,19
2015-07-12,13,Sao Paulo,Coritiba,Brasileirao Serie A 2015,2,10,16,10,,,1,3,18,14
2015-07-12,13,Sport,Palmeiras,Brasileirao Serie A 2015,6,4,11,12,,,2,1,10,17
2015-07-18,14,Corinthians,Atletico-MG,Brasileirao Serie A 2015,2,6,8,16,,,1,1,12,15
2015-07-18,14,Flamengo,Gremio,Brasileirao Serie A 2015,7,4,21,6,,,1,5,12,11
2015-07-18,14,Internacional,Goias,Brasileirao Serie A 2015,6,5,8,10,,,1,1,18,12
2015-07-19,14,Athletico-PR,Chapecoense,Brasileirao Serie A 2015,7,1,20,10,,,2,3,14,13
2015-07-19,14,Cruzeiro,Avai,Brasileirao Serie A 2015,6,3,20,9,,,1,3,7,16
2015-07-19,14,Figueirense,Coritiba,Brasileirao Serie A 2015,2,2,9,12,,,1,2,20,18
2015-07-19,14,Fluminense,Vasco,Brasileirao Serie A 2015,9,2,16,8,,,2,6,15,17
2015-07-19,14,Joinville,Ponte Preta,Brasileirao Serie A 2015,8,2,21,8,,,2,5,11,14
2015-07-19,14,Palmeiras,Santos,Brasileirao Serie A 2015,2,5,9,14,,,3,3,24,10
2015-07-19,14,Sport,Sao Paulo,Brasileirao Serie A 2015,2,3,15,7,,,1,0,9,12
2015-07-25,15,Atletico-MG,Figueirense,Brasileirao Serie A 2015,8,9,15,8,,,2,4,16,19
2015-07-25,15,Avai,Athletico-PR,Brasileirao Serie A 2015,7,2,20,18,,,3,3,5,17
2015-07-25,15,Gremio,Sport,Brasileirao Serie A 2015,13,4,17,8,,,,,6,8
2015-07-26,15,Chapecoense,Fluminense,Brasileirao Serie A 2015,1,10,9,12,,,2,3,15,16
2015-07-26,15,Coritiba,Corinthians,Brasileirao Serie A 2015,5,5,11,8,,,3,3,7,18
2015-07-26,15,Goias,Flamengo,Brasileirao Serie A 2015,11,4,14,8,,,2,1,11,6
2015-07-26,15,Ponte Preta,Internacional,Brasileirao Serie A 2015,13,8,21,13,,,2,2,10,19
2015-07-26,15,Santos,Joinville,Brasileirao Serie A 2015,7,6,13,10,,,2,2,4,12
2015-07-26,15,Sao Paulo,Cruzeiro,Brasileirao Serie A 2015,5,2,10,11,,,0,1,16,14
2015-07-26,15,Vasco,Palmeiras,Brasileirao Serie A 2015,8,4,8,18,,,3,1,14,21
2015-07-29,16,Atletico-MG,Sao Paulo,Brasileirao Serie A 2015,3,4,14,15,,,0,1,6,6
2015-07-29,16,Corinthians,Vasco,Brasileirao Serie A 2015,3,4,20,11,,,0,3,7,15
2015-08-01,16,Fluminense,Gremio,Brasileirao Serie A 2015,4,4,12,9,,,3,1,16,13
2015-08-02,16,Coritiba,Goias,Brasileirao Serie A 2015,9,7,17,14,,,4,4,11,19
2015-08-02,16,Figueirense,Ponte Preta,Brasileirao Serie A 2015,4,5,12,19,,,2,3,19,18
2015-08-02,16,Flamengo,Santos,Brasileirao Serie A 2015,9,3,26,10,,,4,2,17,14
2015-08-02,16,Internacional,Chapecoense,Brasileirao Serie A 2015,11,7,11,11,,,3,2,4,13
2015-08-02,16,Joinville,Avai,Brasileirao Serie A 2015,10,4,3,8,,,2,1,22,9
2015-08-02,16,Palmeiras,Athletico-PR,Brasileirao Serie A 2015,5,4,16,9,,,1,2,13,18
2015-08-02,16,Sport,Cruzeiro,Brasileirao Serie A 2015,6,6,7,11,,,1,2,15,17
2015-08-08,17,Avai,Fluminense,Brasileirao Serie A 2015,6,9,13,13,,,2,2,14,12
2015-08-08,17,Santos,Coritiba,Brasileirao Serie A 2015,5,5,12,8,,,1,4,12,15
2015-08-09,17,Athletico-PR,Sport,Brasileirao Serie A 2015,7,2,16,8,,,,,6,11
2015-08-09,17,Chapecoense,Figueirense,Brasileirao Serie A 2015,5,7,8,10,,,1,1,20,13
2015-08-09,17,Cruzeiro,Palmeiras,Brasileirao Serie A 2015,5,7,17,13,,,4,3,21,18
2015-08-09,17,Goias,Atletico-MG,Brasileirao Serie A 2015,2,6,13,8,,,2,2,8,11
2015-08-09,17,Gremio,Internacional,Brasileirao Serie A 2015,4,5,16,12,,,2,4,16,12
2015-08-09,17,Ponte Preta,Flamengo,Brasileirao Serie A 2015,3,4,10,16,,,2,4,17,16
2015-08-09,17,Sao Paulo,Corinthians,Brasileirao Serie A 2015,8,5,19,10,,,4,1,13,16
2015-08-09,17,Vasco,Joinville,Brasileirao Serie A 2015,9,9,20,15,,,2,4,17,21
2015-08-12,18,Corinthians,Sport,Brasileirao Serie A 2015,9,4,15,10,,,2,1,11,8
2015-08-12,18,Coritiba,Palmeiras,Brasileirao Serie A 2015,3,8,9,9,,,3,1,14,11
2015-08-12,18,Figueirense,Sao Paulo,Brasileirao Serie A 2015,6,6,15,7,,,3,4,18,18
2015-08-12,18,Flamengo,Athletico-PR,Brasileirao Serie A 2015,7,4,9,9,,,2,3,10,16
2015-08-12,18,Goias,Chapecoense,Brasileirao Serie A 2015,12,1,17,2,,,1,3,6,16
2015-08-12,18,Internacional,Fluminense,Brasileirao Serie A 2015,8,8,17,8,,,6,3,20,14
2015-08-12,18,Santos,Vasco,Brasileirao Serie A 2015,6,6,21,8,,,3,4,12,22
2015-08-13,18,Atletico-MG,Gremio,Brasileirao Serie A 2015,12,3,24,9,,,2,3,10,12
2015-08-13,18,Joinville,Cruzeiro,Brasileirao Serie A 2015,8,9,14,8,,,1,2,10,10
2015-08-13,18,Ponte Preta,Avai,Brasileirao Serie A 2015,4,1,14,4,,,1,1,13,6
2015-08-15,19,Athletico-PR,Santos,Brasileirao Serie A 2015,11,4,13,8,,,1,1,10,13
2015-08-15,19,Sao Paulo,Goias,Brasileirao Serie A 2015,7,8,5,14,,,1,0,4,4
2015-08-15,19,Vasco,Coritiba,Brasileirao Serie A 2015,7,3,20,13,,,3,1,12,19
2015-08-16,19,Avai,Corinthians,Brasileirao Serie A 2015,8,0,13,10,,,0,1,15,8
2015-08-16,19,Chapecoense,Atletico-MG,Brasileirao Serie A 2015,3,7,13,12,,,4,3,12,8
2015-08-16,19,Cruzeiro,Internacional,Brasileirao Serie A 2015,5,6,11,9,,,2,2,14,22
2015-08-16,19,Fluminense,Figueirense,Brasileirao Serie A 2015,3,2,19,5,,,1,1,14,18
2015-08-16,19,Gremio,Joinville,Brasileirao Serie A 2015,10,4,17,11,,,1,0,10,18
2015-08-16,19,Palmeiras,Flamengo,Brasileirao Serie A 2015,3,6,12,21,,,2,2,18,15
2015-08-16,19,Sport,Ponte Preta,Brasileirao Serie A 2015,3,1,11,12,,,,,7,16
2015-08-22,20,Figueirense,Sport,Brasileirao Serie A 2015,8,6,9,10,,,1,3,19,13
2015-08-22,20,Goias,Vasco,Brasileirao Serie A 2015,4,2,13,5,,,3,2,16,13
2015-08-22,20,Santos,Avai,Brasileirao Serie A 2015,7,2,17,16,,,1,3,14,12
2015-08-23,20,Atletico-MG,Palmeiras,Brasileirao Serie A 2015,7,2,18,11,,,1,3,13,12
2015-08-23,20,Corinthians,Cruzeiro,Brasileirao Serie A 2015,3,6,16,12,,,2,1,12,7
2015-08-23,20,Coritiba,Chapecoense,Brasileirao Serie A 2015,5,0,9,11,,,3,3,19,17
2015-08-23,20,Flamengo,Sao Paulo,Brasileirao Serie A 2015,10,5,22,9,,,4,2,25,15
2015-08-23,20,Internacional,Athletico-PR,Brasileirao Serie A 2015,8,0,15,8,,,1,3,10,12
2015-08-23,20,Joinville,Fluminense,Brasileirao Serie A 2015,3,4,11,20,,,3,2,26,15
2015-08-23,20,Ponte Preta,Gremio,Brasileirao Serie A 2015,6,1,25,3,,,1,1,12,13
2015-08-29,21,Sao Paulo,Ponte Preta,Brasileirao Serie A 2015,3,7,16,20,,,4,0,16,11
2015-08-29,21,Vasco,Figueirense,Brasileirao Serie A 2015,7,1,17,12,,,2,4,11,19
2015-08-30,21,Athletico-PR,Goias,Brasileirao Serie A 2015,6,3,19,10,,,1,3,12,13
2015-08-30,21,Avai,Internacional,Brasileirao Serie A 2015,5,8,14,14,,,2,2,14,12
2015-08-30,21,Chapecoense,Corinthians,Brasileirao Serie A 2015,7,5,12,15,,,2,3,14,11
2015-08-30,21,Cruzeiro,Santos,Brasileirao Serie A 2015,4,2,14,6,,,2,2,17,12
2015-08-30,21,Fluminense,Atletico-MG,Brasileirao Serie A 2015,0,6,12,13,,,3,4,23,16
2015-08-30,21,Gremio,Coritiba,Brasileirao Serie A 2015,7,6,12,11,,,5,5,13,15
2015-08-30,21,Palmeiras,Joinville,Brasileirao Serie A 2015,3,1,15,8,,,0,3,9,18
2015-08-30,21,Sport,Flamengo,Brasileirao Serie A 2015,4,6,12,12,,,1,5,6,19
2015-09-02,22,Atletico-MG,Athletico-PR,Brasileirao Serie A 2015,10,2,20,14,,,4,4,18,16
2015-09-02,22,Corinthians,Fluminense,Brasileirao Serie A 2015,8,3,14,11,,,0,3,12,11
2015-09-02,22,Coritiba,Sport,Brasileirao Serie A 2015,3,4,7,12,,,2,2,16,14
2015-09-02,22,Flamengo,Avai,Brasileirao Serie A 2015,2,5,8,14,,,1,4,14,18
2015-09-02,22,Goias,Palmeiras,Brasileirao Serie A 2015,3,7,9,14,,,3,3,11,14
2015-09-02,22,Internacional,Vasco,Brasileirao Serie A 2015,2,6,10,5,,,3,1,22,10
2015-09-02,22,Joinville,Sao Paulo,Brasileirao Serie A 2015,8,8,21,8,,,4,5,23,14
2015-09-02,22,Ponte Preta,Cruzeiro,Brasileirao Serie A 2015,5,6,8,17,,,2,5,19,22
2015-09-03,22,Figueirense,Gremio,Brasileirao Serie A 2015,9,4,14,6,,,4,4,14,9
2015-09-03,22,Santos,Chapecoense,Brasileirao Serie A 2015,4,9,13,13,,,0,1,16,12
2015-09-05,23,Athletico-PR,Joinville,Brasileirao Serie A 2015,4,2,18,7,,,4,1,15,17
2015-09-05,23,Sao Paulo,Internacional,Brasileirao Serie A 2015,7,3,15,5,,,,,10,10
2015-09-05,23,Vasco,Atletico-MG,Brasileirao Serie A 2015,5,5,15,4,,,2,2,19,16
2015-09-06,23,Avai,Coritiba,Brasileirao Serie A 2015,4,1,12,10,,,2,4,19,22
2015-09-06,23,Chapecoense,Ponte Preta,Brasileirao Serie A 2015,9,11,15,8,,,1,2,9,17
2015-09-06,23,Cruzeiro,Figueirense,Brasileirao Serie A 2015,4,3,16,5,,,0,4,15,15
2015-09-06,23,Fluminense,Flamengo,Brasileirao Serie A 2015,5,9,7,20,,,6,5,13,24
2015-09-06,23,Gremio,Goias,Brasileirao Serie A 2015,5,3,18,9,,,3,3,15,12
2015-09-06,23,Palmeiras,Corinthians,Brasileirao Serie A 2015,11,1,16,7,,,6,3,20,14
2015-09-06,23,Sport,Santos,Brasileirao Serie A 2015,7,1,12,12,,,1,0,9,9
2015-09-09,24,Atletico-MG,Avai,Brasileirao Serie A 2015,5,2,11,11,,,3,3,17,16
2015-09-09,24,Corinthians,Gremio,Brasileirao Serie A 2015,4,6,14,15,,,0,3,7,6
2015-09-09,24,Coritiba,Fluminense,Brasileirao Serie A 2015,3,7,9,16,,,1,4,11,24
2015-09-09,24,Figueirense,Athletico-PR,Brasileirao Serie A 2015,10,6,14,12,,,2,2,7,9
2015-09-09,24,Internacional,Palmeiras,Brasileirao Serie A 2015,3,3,8,7,,,5,2,21,23
2015-09-09,24,Ponte Preta,Vasco,Brasileirao Serie A 2015,2,4,10,12,,,2,1,20,23
2015-09-09,24,Santos,Sao Paulo,Brasileirao Serie A 2015,2,2,15,11,,,1,1,11,9
2015-09-10,24,Flamengo,Cruzeiro,Brasileirao Serie A 2015,3,7,10,10,,,3,3,18,10
2015-09-10,24,Goias,Sport,Brasileirao Serie A 2015,6,5,19,10,,,3,1,8,6
2015-09-10,24,Joinville,Chapecoense,Brasileirao Serie A 2015,2,6,9,7,,,4,2,13,10
2015-09-12,25,Coritiba,Internacional,Brasileirao Serie A 2015,4,3,25,7,,,4,7,13,26
2015-09-12,25,Palmeiras,Figueirense,Brasileirao Serie A 2015,4,4,15,4,,,4,3,19,18
2015-09-13,25,Avai,Goias,Brasileirao Serie A 2015,2,3,13,12,,,2,2,18,19
2015-09-13,25,Chapecoense,Flamengo,Brasileirao Serie A 2015,3,7,13,9,,,2,1,13,12
2015-09-13,25,Corinthians,Joinville,Brasileirao Serie A 2015,8,6,13,7,,,0,1,10,17
2015-09-13,25,Cruzeiro,Atletico-MG,Brasileirao Serie A 2015,3,9,12,16,,,2,5,17,16
2015-09-13,25,Gremio,Sao Paulo,Brasileirao Serie A 2015,6,4,12,14,,,3,3,11,13
2015-09-13,25,Ponte Preta,Santos,Brasileirao Serie A 2015,2,10,16,20,,,5,2,22,15
2015-09-13,25,Sport,Fluminense,Brasileirao Serie A 2015,3,2,6,13,,,2,3,19,17
2015-09-13,25,Vasco,Athletico-PR,Brasileirao Serie A 2015,6,13,14,17,,,2,2,18,20
2015-09-16,26,Athletico-PR,Gremio,Brasileirao Serie A 2015,7,2,16,5,,,1,2,13,5
2015-09-16,26,Cruzeiro,Vasco,Brasileirao Serie A 2015,11,11,12,10,,,4,2,15,4
2015-09-16,26,Figueirense,Avai,Brasileirao Serie A 2015,6,1,7,10,,,2,4,16,23
2015-09-16,26,Fluminense,Palmeiras,Brasileirao Serie A 2015,5,6,9,12,,,1,3,14,19
2015-09-16,26,Goias,Ponte Preta,Brasileirao Serie A 2015,11,1,9,8,,,2,5,12,11
2015-09-16,26,Internacional,Corinthians,Brasileirao Serie A 2015,5,6,13,14,,,2,1,15,12
2015-09-16,26,Joinville,Sport,Brasileirao Serie A 2015,5,3,15,7,,,4,3,19,11
2015-09-16,26,Santos,Atletico-MG,Brasileirao Serie A 2015,1,3,13,16,,,1,1,7,11
2015-09-17,26,Flamengo,Coritiba,Brasileirao Serie A 2015,10,0,17,8,,,2,3,12,21
2015-09-17,26,Sao Paulo,Chapecoense,Brasileirao Serie A 2015,6,3,7,8,,,2,2,12,14
2015-09-19,27,Internacional,Figueirense,Brasileirao Serie A 2015,5,5,9,8,,,1,5,22,22
2015-09-19,27,Palmeiras,Gremio,Brasileirao Serie A 2015,9,2,14,9,,,2,4,22,17
